Price,Adj Close,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,,
2018-01-02,150.94932556152344,158.49000549316406,158.52999877929688,156.1699981689453,156.55999755859375,32573300
2018-01-03,152.41600036621094,160.02999877929688,160.1699981689453,158.61000061035156,158.63999938964844,29383600
2018-01-04,152.68270874023438,160.30999755859375,160.7899932861328,160.0800018310547,160.5800018310547,24776100
2018-01-05,154.2161102294922,161.9199981689453,162.02999877929688,160.77000427246094,161.07000732421875,26992300
2018-01-08,154.81613159179688,162.5500030517578,162.6300048828125,161.86000061035156,161.9199981689453,23159100
2018-01-09,154.82559204101562,162.55999755859375,163.0399932861328,162.07000732421875,162.8699951171875,24782400
2018-01-10,154.4636993408203,162.17999267578125,162.2100067138672,161.1199951171875,161.83999633789062,34004000
2018-01-11,155.5209197998047,163.2899932861328,163.3000030517578,162.2100067138672,162.4600067138672,20473500
2018-01-12,156.66380310058594,164.49000549316406,164.66000366210938,162.94000244140625,163.14999389648438,37762700
2018-01-16,156.21617126464844,164.02000427246094,166.4199981689453,163.52999877929688,165.5800018310547,41231800
2018-01-17,157.90194702148438,165.7899932861328,166.0399932861328,164.0,164.8000030517578,33849900
2018-01-18,157.93052673339844,165.82000732421875,166.1999969482422,165.13999938964844,165.52999877929688,26432200
2018-01-19,158.42579650878906,166.33999633789062,166.61000061035156,165.5399932861328,166.30999755859375,38937600
2018-01-22,160.12109375,168.1199951171875,168.1199951171875,166.08999633789062,166.27999877929688,26081400
2018-01-23,161.44497680664062,169.50999450683594,169.66000366210938,168.55999755859375,168.63999938964844,37989700
2018-01-24,160.3972930908203,168.41000366210938,170.24000549316406,167.44000244140625,169.8699951171875,54287400
2018-01-25,160.3401336669922,168.35000610351562,169.6300048828125,167.80999755859375,169.57000732421875,28925000
2018-01-26,162.79739379882812,170.92999267578125,170.9499969482422,168.9600067138672,169.2899932861328,32038200
2018-01-29,162.00686645507812,170.10000610351562,170.91000366210938,169.74000549316406,170.57000732421875,37277800
2018-01-30,160.6735076904297,168.6999969482422,169.4199981689453,167.82000732421875,168.5500030517578,44987700
2018-01-31,161.3401641845703,169.39999389648438,169.99000549316406,168.33999633789062,169.64999389648438,42449200
2018-02-01,159.96871948242188,167.9600067138672,169.72999572753906,167.4199981689453,168.10000610351562,38037900
2018-02-02,156.7781219482422,164.61000061035156,167.6999969482422,164.47000122070312,167.3000030517578,68478100
2018-02-05,150.596923828125,158.1199951171875,165.75,158.0,163.07000732421875,105372200
2018-02-06,154.58750915527344,162.30999755859375,162.50999450683594,155.10000610351562,155.80999755859375,118537900
2018-02-07,152.58746337890625,160.2100067138672,163.5500030517578,160.1999969482422,161.7899932861328,91028300
2018-02-08,146.14907836914062,153.4499969482422,160.8000030517578,153.4499969482422,160.6199951171875,94184800
2018-02-09,148.6730194091797,156.10000610351562,157.24000549316406,150.1300048828125,155.6199951171875,113836600
2018-02-12,151.31117248535156,158.8699951171875,159.9499969482422,156.4600067138672,157.6999969482422,63050600
2018-02-13,152.0922088623047,159.69000244140625,160.00999450683594,157.72000122070312,157.9600067138672,31785600
2018-02-14,154.93992614746094,162.67999267578125,162.92999267578125,158.0,158.75,52107400
2018-02-15,157.8162384033203,165.6999969482422,165.6999969482422,162.44000244140625,164.13999938964844,51633900
2018-02-16,157.1114501953125,164.9600067138672,166.75999450683594,164.67999267578125,165.16000366210938,62256300
2018-02-20,157.42576599121094,165.2899932861328,166.67999267578125,164.30999755859375,164.3800048828125,36785600
2018-02-21,156.9781036376953,164.82000732421875,167.72000122070312,164.72000122070312,166.10000610351562,41161800
2018-02-22,156.9590606689453,164.8000030517578,166.4199981689453,164.3800048828125,165.5399932861328,37074400
2018-02-23,160.168701171875,168.1699981689453,168.1699981689453,165.4499969482422,166.1300048828125,50096900
2018-02-26,162.29261779785156,170.39999389648438,170.39999389648438,168.82000732421875,168.9600067138672,39266700
2018-02-27,160.2830047607422,168.2899932861328,170.72999572753906,168.2100067138672,170.4499969482422,42209900
2018-02-28,159.2544403076172,167.2100067138672,169.8000030517578,167.10000610351562,169.25,42936300
2018-03-01,156.654296875,164.47999572753906,168.07000732421875,163.0,167.3000030517578,76809900
2018-03-02,158.0924530029297,165.99000549316406,166.27999877929688,161.9600067138672,162.5,57445100
2018-03-05,159.84495544433594,167.8300018310547,168.25999450683594,164.58999633789062,165.2100067138672,38540200
2018-03-06,160.5211181640625,168.5399932861328,169.11000061035156,167.47999572753906,168.64999389648438,29480900
2018-03-07,160.89259338378906,168.92999267578125,169.07000732421875,166.9600067138672,167.25,34609400
2018-03-08,161.7783203125,169.86000061035156,169.97999572753906,168.9499969482422,169.6300048828125,25828400
2018-03-09,164.92129516601562,173.16000366210938,173.16000366210938,170.82000732421875,171.07000732421875,38310500
2018-03-12,165.7975311279297,174.0800018310547,174.47999572753906,173.27999877929688,173.6699981689453,37635000
2018-03-13,163.54034423828125,171.7100067138672,175.2100067138672,171.27000427246094,174.47999572753906,55638900
2018-03-14,163.51173400878906,171.67999267578125,172.74000549316406,170.92999267578125,172.61000061035156,40536400
2018-03-15,163.36886596679688,171.52999877929688,172.52999877929688,170.89999389648438,171.8000030517578,28810400
2018-03-16,162.8831329345703,171.02000427246094,172.1999969482422,170.94000244140625,171.82000732421875,31176700
2018-03-19,159.40782165527344,167.10000610351562,169.22000122070312,165.63999938964844,169.10000610351562,71395100
2018-03-20,159.9325408935547,167.64999389648438,168.0399932861328,166.61000061035156,167.1699981689453,34075700
2018-03-21,159.23609924316406,166.9199981689453,168.75999450683594,166.19000244140625,167.2100067138672,43863500
2018-03-22,155.30580139160156,162.8000030517578,165.77000427246094,162.58999633789062,164.61000061035156,66607300
2018-03-23,151.2132568359375,158.50999450683594,163.3000030517578,158.42999267578125,162.61000061035156,80110400
2018-03-26,156.8320770263672,164.39999389648438,164.60000610351562,159.16000366210938,161.72000122070312,57481500
2018-03-27,151.75701904296875,159.0800018310547,165.6199951171875,157.67999267578125,165.6199951171875,78889100
2018-03-28,150.01124572753906,157.25,159.77999877929688,156.0399932861328,158.1699981689453,89369700
2018-03-29,152.75865173339844,160.1300048828125,161.7100067138672,156.6300048828125,158.10000610351562,68692600
2018-04-02,148.35133361816406,155.50999450683594,159.74000549316406,153.8800048828125,158.99000549316406,85549400
2018-04-03,150.0207977294922,157.25999450683594,157.9199981689453,154.44000244140625,156.8699951171875,64090000
2018-04-04,152.3866424560547,159.74000549316406,160.22999572753906,154.0399932861328,154.22000122070312,65768700
2018-04-05,153.25473022460938,160.64999389648438,161.5800018310547,159.47999572753906,161.3300018310547,43054900
2018-04-06,149.41981506347656,156.6300048828125,160.4600067138672,155.8800048828125,158.8800048828125,59870900
2018-04-09,150.4691619873047,157.72999572753906,160.8800048828125,157.4600067138672,157.97999572753906,41810400
2018-04-10,153.78895568847656,161.2100067138672,161.72999572753906,159.07000732421875,160.2100067138672,48296800
2018-04-11,152.90176391601562,160.27999877929688,162.0,160.10000610351562,160.1999969482422,41622100
2018-04-12,154.74290466308594,162.2100067138672,162.77000427246094,161.16000366210938,161.25,30467900
2018-04-13,153.94161987304688,161.3699951171875,163.25999450683594,160.6699981689453,163.02000427246094,44604900
2018-04-16,155.114990234375,162.60000610351562,163.19000244140625,161.47999572753906,162.5,28180800
2018-04-17,158.4539031982422,166.10000610351562,166.4600067138672,163.91000366210938,164.24000549316406,35536100
2018-04-18,158.77821350097656,166.44000244140625,167.0,165.30999755859375,166.10000610351562,29573900
2018-04-19,157.31863403320312,164.91000366210938,165.99000549316406,164.33999633789062,165.60000610351562,34705700
2018-04-20,154.82879638671875,162.3000030517578,164.61000061035156,161.72999572753906,164.49000549316406,49197100
2018-04-23,154.43765258789062,161.88999938964844,163.72999572753906,161.02000427246094,163.08999633789062,33040600
2018-04-24,151.1655731201172,158.4600067138672,162.91000366210938,157.38999938964844,162.66000366210938,70256800
2018-04-25,151.34686279296875,158.64999389648438,159.30999755859375,156.47000122070312,158.74000549316406,52089300
2018-04-26,154.53306579589844,161.99000549316406,162.52999877929688,160.17999267578125,160.6999969482422,43005500
2018-04-27,154.62847900390625,162.08999633789062,164.41000366210938,161.1699981689453,164.3699951171875,51043400
2018-04-30,153.5314178466797,160.94000244140625,163.47999572753906,160.5399932861328,162.47000122070312,35615300
2018-05-01,155.2866973876953,162.77999877929688,162.8000030517578,160.13999938964844,160.52000427246094,36513500
2018-05-02,154.3708953857422,161.82000732421875,163.57000732421875,161.6300048828125,163.05999755859375,38646800
2018-05-03,154.35177612304688,161.8000030517578,162.39999389648438,159.22000122070312,161.0,60337100
2018-05-04,157.28048706054688,164.8699951171875,165.25,160.97999572753906,161.10000610351562,41543200
2018-05-07,158.5874481201172,166.24000549316406,166.77999877929688,165.50999450683594,165.63999938964844,32500200
2018-05-08,158.42526245117188,166.07000732421875,166.42999267578125,164.86000061035156,165.88999938964844,26040200
2018-05-09,160.1519317626953,167.8800048828125,168.0,165.77999877929688,166.3699951171875,29122700
2018-05-10,161.8118438720703,169.6199951171875,169.74000549316406,168.2899932861328,168.4199981689453,27067600
2018-05-11,161.65919494628906,169.4600067138672,169.86000061035156,168.72000122070312,169.4199981689453,24688800
2018-05-14,161.93585205078125,169.75,170.82000732421875,169.47000122070312,169.85000610351562,21821700
2018-05-15,160.142333984375,167.8699951171875,168.5,166.97999572753906,168.41000366210938,49361600
2018-05-16,161.20127868652344,168.97999572753906,169.3699951171875,168.00999450683594,168.08999633789062,22941200
2018-05-17,160.58119201660156,168.3300018310547,169.61000061035156,167.50999450683594,168.38999938964844,27480200
2018-05-18,159.75125122070312,167.4600067138672,168.25999450683594,167.2100067138672,167.67999267578125,26217900
2018-05-21,160.64797973632812,168.39999389648438,169.5,167.67999267578125,168.75999450683594,22954600
2018-05-22,160.43804931640625,168.17999267578125,169.4499969482422,167.8800048828125,169.1699981689453,19477700
2018-05-23,161.79275512695312,169.60000610351562,169.6199951171875,166.8800048828125,166.89999389648438,26557800
2018-05-24,161.74505615234375,169.5500030517578,169.85000610351562,167.83999633789062,169.5500030517578,27696500
2018-05-25,161.90721130371094,169.72000122070312,170.3300018310547,169.2100067138672,169.52999877929688,27460500
2018-05-29,161.19175720214844,168.97000122070312,169.9199981689453,167.9600067138672,168.9499969482422,41220500
2018-05-30,162.34600830078125,170.17999267578125,170.47999572753906,169.22000122070312,169.5800018310547,22665800
2018-05-31,162.24110412597656,170.07000732421875,171.1999969482422,169.6300048828125,170.17999267578125,35670900
2018-06-01,164.78822326660156,172.74000549316406,172.83999633789062,170.8699951171875,170.9199981689453,45543300
2018-06-04,166.27639770507812,174.3000030517578,174.33999633789062,173.07000732421875,173.17999267578125,20459600
2018-06-05,166.79151916503906,174.83999633789062,175.1300048828125,174.07000732421875,174.7100067138672,24779300
2018-06-06,167.7645721435547,175.86000061035156,175.88999938964844,174.13999938964844,175.02000427246094,25036600
2018-06-07,166.40040588378906,174.42999267578125,175.92999267578125,173.5500030517578,175.88999938964844,39600300
2018-06-08,166.40994262695312,174.44000244140625,174.8800048828125,173.17999267578125,173.61000061035156,31780300
2018-06-11,166.8583221435547,174.91000366210938,175.33999633789062,174.27999877929688,174.30999755859375,22319700
2018-06-12,167.73594665527344,175.8300018310547,176.0,174.9600067138672,175.14999389648438,22511800
2018-06-13,167.7264404296875,175.82000732421875,177.13999938964844,175.42999267578125,176.10000610351562,37858600
2018-06-14,169.42449951171875,177.60000610351562,177.88999938964844,176.5,176.6300048828125,35916000
2018-06-15,168.83303833007812,176.97999572753906,177.3300018310547,176.11000061035156,176.92999267578125,49615700
2018-06-18,168.73550415039062,176.5,176.64999389648438,174.94000244140625,175.49000549316406,31633200
2018-06-19,168.25747680664062,176.0,176.0399932861328,173.7100067138672,174.27000427246094,38236000
2018-06-20,169.45252990722656,177.25,177.97999572753906,176.64999389648438,176.80999755859375,33038000
2018-06-21,167.9802703857422,175.7100067138672,177.8800048828125,175.3699951171875,177.6999969482422,43469400
2018-06-22,167.60743713378906,175.32000732421875,176.3699951171875,174.69000244140625,176.3000030517578,30073200
2018-06-25,163.8311767578125,171.3699951171875,173.99000549316406,169.80999755859375,173.72999572753906,77799700
2018-06-26,164.5004119873047,172.07000732421875,173.05999755859375,171.3699951171875,172.0,39008100
2018-06-27,162.26333618164062,169.72999572753906,173.5800018310547,169.61000061035156,172.8000030517578,52843500
2018-06-28,163.65908813476562,171.19000244140625,171.77000427246094,169.1699981689453,169.52000427246094,46407700
2018-06-29,164.09886169433594,171.64999389648438,172.9199981689453,171.39999389648438,172.00999450683594,36408500
2018-07-02,165.1982879638672,172.8000030517578,172.85000610351562,169.6699981689453,170.0399932861328,31770000
2018-07-03,163.28622436523438,170.8000030517578,173.4499969482422,170.6300048828125,173.4499969482422,25512700
2018-07-05,165.31298828125,172.9199981689453,173.05999755859375,171.02999877929688,171.91000366210938,31626200
2018-07-06,167.8846435546875,175.61000061035156,175.74000549316406,173.0,173.32000732421875,37005600
2018-07-09,169.39511108398438,177.19000244140625,177.22999572753906,175.82000732421875,176.52000427246094,27362100
2018-07-10,169.5194549560547,177.32000732421875,177.72000122070312,176.7100067138672,177.52000427246094,23902500
2018-07-11,168.6590576171875,176.4199981689453,177.07000732421875,175.8000030517578,175.92999267578125,30280600
2018-07-12,171.56524658203125,179.4600067138672,179.4600067138672,177.0800018310547,177.1999969482422,27930100
2018-07-13,171.7086639404297,179.61000061035156,179.89999389648438,178.9499969482422,179.4499969482422,28049800
2018-07-16,171.29762268066406,179.17999267578125,179.9499969482422,178.8800048828125,179.64999389648438,21405300
2018-07-17,172.33969116210938,180.27000427246094,180.64999389648438,177.27999877929688,177.27999877929688,31034100
2018-07-18,172.01461791992188,179.92999267578125,180.44000244140625,179.3800048828125,180.2899932861328,23220800
2018-07-19,171.15419006347656,179.02999877929688,179.8800048828125,178.82000732421875,179.27999877929688,31094100
2018-07-20,171.11599731445312,178.99000549316406,180.1699981689453,178.7899932861328,179.57000732421875,35897300
2018-07-23,171.66087341308594,179.55999755859375,179.63999938964844,177.74000549316406,178.4600067138672,22184700
2018-07-24,172.36834716796875,180.3000030517578,182.0500030517578,179.55999755859375,181.41000366210938,36900300
2018-07-25,174.7775115966797,182.82000732421875,182.92999267578125,180.2899932861328,180.3800048828125,35026600
2018-07-26,172.12933349609375,180.0500030517578,180.9199981689453,179.80999755859375,180.33999633789062,40873500
2018-07-27,169.80621337890625,177.6199951171875,181.30999755859375,176.60000610351562,181.19000244140625,59456100
2018-07-30,167.4066619873047,175.11000061035156,177.72999572753906,174.27000427246094,177.6300048828125,60193000
2018-07-31,168.6876678466797,176.4499969482422,177.1300048828125,174.82000732421875,175.8000030517578,47285100
2018-08-01,169.3282012939453,177.1199951171875,177.64999389648438,176.10000610351562,176.86000061035156,37101900
2018-08-02,171.63221740722656,179.52999877929688,179.74000549316406,175.7899932861328,175.8699951171875,47178200
2018-08-03,172.1580047607422,180.0800018310547,180.08999633789062,179.0800018310547,179.8699951171875,28934400
2018-08-06,173.17138671875,181.13999938964844,181.19000244140625,179.74000549316406,179.9600067138672,24808800
2018-08-07,173.80233764648438,181.8000030517578,182.13999938964844,181.25999450683594,181.64999389648438,29895700
2018-08-08,174.0126495361328,182.02000427246094,182.35000610351562,181.05999755859375,181.5500030517578,22680700
2018-08-09,173.90753173828125,181.91000366210938,182.6300048828125,181.63999938964844,181.91000366210938,18852900
2018-08-10,172.57862854003906,180.52000427246094,181.22000122070312,179.83999633789062,180.67999267578125,33818500
2018-08-13,172.38746643066406,180.32000732421875,182.00999450683594,180.24000549316406,180.85000610351562,26089200
2018-08-14,173.46771240234375,181.4499969482422,181.66000366210938,180.0399932861328,181.00999450683594,20913000
2018-08-15,171.34542846679688,179.22999572753906,180.5800018310547,178.1199951171875,180.00999450683594,58528000
2018-08-16,171.90945434570312,179.82000732421875,180.99000549316406,179.47000122070312,180.61000061035156,27711800
2018-08-17,171.9477081298828,179.86000061035156,180.30999755859375,178.27000427246094,179.35000610351562,36092600
2018-08-20,171.7947235107422,179.6999969482422,180.3300018310547,179.0,180.25999450683594,24939000
2018-08-21,172.42568969726562,180.36000061035156,181.44000244140625,180.1300048828125,180.24000549316406,26258700
2018-08-22,173.09487915039062,181.05999755859375,181.27000427246094,179.75,179.97999572753906,18042400
2018-08-23,172.84632873535156,180.8000030517578,182.0500030517578,180.5,180.74000549316406,25776200
2018-08-24,174.4524383544922,182.47999572753906,182.6300048828125,181.36000061035156,181.39999389648438,23136100
2018-08-27,176.23062133789062,184.33999633789062,184.33999633789062,183.11000061035156,183.39999389648438,29343600
2018-08-28,176.4887237548828,184.61000061035156,185.02000427246094,184.22000122070312,184.8300018310547,20277000
2018-08-29,178.5250244140625,186.74000549316406,186.83999633789062,184.86000061035156,184.92999267578125,29175600
2018-08-30,178.20950317382812,186.41000366210938,187.52000427246094,185.7899932861328,186.3800048828125,29315500
2018-08-31,178.43898010253906,186.64999389648438,187.17999267578125,185.97999572753906,186.17999267578125,28653200
2018-09-04,177.67422485351562,185.85000610351562,186.39999389648438,184.85000610351562,186.0800018310547,29063500
2018-09-05,175.37982177734375,183.4499969482422,185.5500030517578,182.82000732421875,185.52000427246094,42623300
2018-09-06,173.81190490722656,181.80999755859375,183.75,180.5800018310547,183.52999877929688,46091400
2018-09-07,173.14271545410156,181.11000061035156,182.6699981689453,180.44000244140625,180.5,46629500
2018-09-10,173.72586059570312,181.72000122070312,182.25,180.72999572753906,182.14999389648438,26132000
2018-09-11,175.0642547607422,183.1199951171875,183.4199981689453,180.52000427246094,180.99000549316406,30116500
2018-09-12,174.54806518554688,182.5800018310547,182.97999572753906,181.00999450683594,182.85000610351562,36204000
2018-09-13,176.4122314453125,184.52999877929688,184.8800048828125,183.63999938964844,183.72000122070312,31133200
2018-09-14,175.89601135253906,183.99000549316406,184.9499969482422,183.25999450683594,184.66000366210938,31224100
2018-09-17,173.3626251220703,181.33999633789062,183.80999755859375,181.1699981689453,183.67999267578125,33071200
2018-09-18,174.7965850830078,182.83999633789062,183.72999572753906,181.39999389648438,181.49000549316406,31877300
2018-09-19,174.66275024414062,182.6999969482422,183.3000030517578,181.50999450683594,182.8699951171875,31843400
2018-09-20,176.59390258789062,184.72000122070312,184.97000122070312,183.52000427246094,183.9600067138672,33295800
2018-09-21,175.62831115722656,183.7100067138672,185.47999572753906,183.47999572753906,185.22000122070312,38605400
2018-09-24,176.1167755126953,183.88999938964844,183.9600067138672,181.3000030517578,182.0500030517578,34945600
2018-09-25,176.3561553955078,184.13999938964844,184.27999877929688,183.17999267578125,183.80999755859375,25277500
2018-09-26,176.48072814941406,184.27000427246094,185.99000549316406,183.91000366210938,184.3000030517578,36210600
2018-09-27,177.97474670410156,185.8300018310547,186.49000549316406,184.9199981689453,185.02000427246094,33113300
2018-09-28,177.93646240234375,185.7899932861328,186.27999877929688,184.97000122070312,185.30999755859375,28076800
2018-10-01,178.30038452148438,186.1699981689453,187.52999877929688,185.6999969482422,186.8699951171875,27371300
2018-10-02,177.8981475830078,185.75,187.17999267578125,185.32000732421875,186.00999450683594,25618600
2018-10-03,178.08969116210938,185.9499969482422,186.97000122070312,185.66000366210938,186.52999877929688,29128700
2018-10-04,174.67054748535156,182.3800048828125,185.32000732421875,181.05999755859375,185.1999969482422,80557300
2018-10-05,172.5348663330078,180.14999389648438,182.97000122070312,178.42999267578125,182.36000061035156,83325600
2018-10-08,171.48135375976562,179.0500030517578,180.63999938964844,176.92999267578125,179.52000427246094,66864500
2018-10-09,172.03688049316406,179.6300048828125,181.02000427246094,178.75,179.17999267578125,49097900
2018-10-10,164.4707794189453,171.72999572753906,178.6199951171875,171.5,178.50999450683594,114471100
2018-10-11,162.43080139160156,169.60000610351562,173.39999389648438,167.80999755859375,171.02000427246094,143084500
2018-10-12,166.95132446289062,174.32000732421875,174.86000061035156,170.92999267578125,174.1699981689453,102078400
2018-10-15,164.93051147460938,172.2100067138672,174.0399932861328,171.55999755859375,173.7100067138672,64885300
2018-10-16,169.7286834716797,177.22000122070312,177.64999389648438,173.6999969482422,174.02000427246094,71979700
2018-10-17,169.7957000732422,177.2899932861328,178.25999450683594,175.47000122070312,178.0800018310547,66987600
2018-10-18,165.85948181152344,173.17999267578125,176.67999267578125,172.44000244140625,176.6199951171875,82486200
2018-10-19,165.7062530517578,173.02000427246094,176.07000732421875,172.38999938964844,174.5800018310547,82923700
2018-10-22,166.5586395263672,173.91000366210938,175.25,172.58999633789062,174.05999755859375,52909300
2018-10-23,165.94569396972656,173.27000427246094,174.1300048828125,168.82000732421875,170.63999938964844,77567000
2018-10-24,158.3509063720703,165.33999633789062,173.36000061035156,165.0399932861328,173.07000732421875,102997400
